id,title,vote_average,vote_count,runtime,imdb_id,original_language,overview,popularity,genres,keywords,year
10765,Private Benjamin,5.956,339,110,tt0081375,en,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,6.042936333123155,Comedy,"army, strong woman, paris, france, change, empowerment, transformation, training camp, training, female soldier, female protagonist, private, female empowerment, military training, determination, army cadet, army training, war games",1980
347945,Synchronicity,5.661,339,101,tt2049543,en,"A daring physicist travels into the past to stop a mysterious woman from stealing his invention. But once there, he uncovers a surprising truth about the machine, the woman, and his own fractured reality.",6.024482842819979,"Thriller, Mystery, Science Fiction","time travel, wormhole, time machine, confusion, beautiful woman, physicist, time loop, universe, intelligent, changing the past or future, future noir, parallel universe, experimental, change the past, financial investor, radioactive object or substance, venture capitalist, future world, infinite possibilities, dahlia",2015
622420,The Jack in the Box,5.898,339,87,tt10645682,en,"When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of its own.",6.039308189266937,Horror,"killer doll, widower, evil clown, british cinema, evil toys, evil entity, horror, killer toy",2019
255157,The Forger,5.799,339,95,tt2376218,en,"A former child art prodigy and second generation petty thief arranges to buy his way out of prison to spend time with his ailing son, only to be forced to alter his plans and commit one more job for the man who financed his release.",6.0331153230296,"Thriller, Crime, Drama",theft,2014
426338,Holy Camp!,6.832,339,109,tt5176252,es,"María and Susana, two rebellious teenagers, spend the summer in a catholic camp. While they are grounded during a weekend, the most unexpected arrival in the most unexpected way will change their feelings about life, love and freedom.",6.097733816192924,"Comedy, Romance","summer camp, nun, based on play or musical, god, religion, latin music",2017
71677,Assassination Games,6.18,339,101,tt1436568,en,"Brazil is a contract killer, willing to take any job if the price is right. Flint left the assassin game when a ruthless drug dealer’s brutal attack left his wife in a coma. When a contract is put out on the same coldblooded drug dealer, both Brazil and Flint want him dead – one for the money, the other for revenge. With crooked Interpol agents and vicious members of the criminal underworld hot on their trail, these two assassins reluctantly join forces to quickly take out their target before they themselves are terminated.",6.0569484749126845,Action,"fight, anti hero, karate, drug cartel, sharpshooter, knife throwing, silencer, knife fight, gist fight, kickboxing",2011
17707,Brokedown Palace,6.382,338,100,tt0120620,en,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",6.069526764869851,Drama,"prison, thailand, vacation, drugs, injustice, trip",1999
10476,Hustle & Flow,7.1,338,116,tt0410097,en,"With help from his friends, a Memphis pimp in a mid-life crisis attempts to become a successful hip-hop emcee.",6.114316459054374,"Crime, Drama, Music","drug dealer, career, baby, rap music, hip-hop, midlife crisis, rapper",2005
451184,Wasp Network,6.095,338,128,tt6760876,en,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",6.051623363433976,"Drama, History, Thriller","miami, florida, cuba, espionage, based on true story, terrorism, havana, cuba, spy ring, 1990s, castro regime, anti-castro organization, cuban history",2020
56825,Compagni di scuola,7.203,338,118,tt0094901,it,"A group of former high school classmates meets for a reunion 15 years after graduation, only to discover that any innocence or friendship is long lost.",6.120741721590594,Comedy,"dark comedy, high school reunion, bullying in the workplace, ensemble cast",1988
3763,Onibaba,7.689,338,105,tt0058430,ja,"While her son, Kichi, is away at war, a woman and her daughter-in-law survive by killing samurai who stray into their swamp, then selling whatever valuables they find. Both are devastated when they learn that Kichi has died, but his wife soon begins an affair with a neighbor who survived the war, Hachi. The mother disapproves and, when she can't steal Hachi for herself, tries to scare her daughter-in-law with a mysterious mask from a dead samurai.",6.151058979771204,"Horror, Drama","samurai, jealousy, desertion, hold-up robbery, bamboo hut, survival, murder, demon, sengoku period, 14th century",1964
14819,Heavyweights,6.111,338,100,tt0110006,en,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",6.052621462468729,"Family, Comedy, Drama","summer camp, psychopath, overweight, obesity, instructor, weight loss, fitness center, camp classic",1995
20187,The Eiger Sanction,6.117,338,129,tt0072926,en,"A classical art professor and collector, who doubles as a professional assassin, is coerced out of retirement to avenge the murder of an old friend.",6.052995749606762,"Action, Adventure, Drama","art collector, assassin, based on novel or book, hitman, espionage, secret intelligence service, switzerland, mountain climbing, alps mountains, swiss alps, spy ring, rock climbing, college professor, spy thriller, american southwest, art collection, art historian, retired assassin, monument valley, zion national park",1975
121826,Quartet,6.472,338,98,tt1441951,en,"Cissy, Reggie, and Wilf are in a home for retired musicians. Every year, there is a concert to celebrate Composer Giuseppe Verdi's birthday and they take part. Jean, who used to be married to Reggie, arrives at the home and disrupts their equilibrium. She still acts like a diva, but she refuses to sing. Still, the show must go on, and it does.",6.075141071940335,"Drama, Comedy, Romance","concert, musician, retired",2012
400,Things to Do in Denver When You're Dead,6.496,338,116,tt0114660,en,Five different criminals face imminent death after botching a job quite badly.,6.076638220492463,"Drama, Crime","friendship, bounty hunter, hitman, parent child relationship, gangster, psychopath, boat, way of life, paranoia, coffin, denver, colorado, godmother, diner, revenge, murder, mafia, illegal prostitution, extramarital affair",1995
8954,Reservation Road,6.447,338,102,tt0831884,en,"Two fathers' lives intersect when one of them is involved in a terrible and sudden hit-and-run car accident that leaves the other's son dead. In response, the two men react in unexpected ways as a reckoning looms in the near future.",6.073581542198534,"Drama, Crime, Thriller","dying and death, police, sense of guilt, funeral, loss of loved one, baseball, sadness, obsequies, revenge, lawyer, family",2007
30596,Bodyguards and Assassins,6.8,338,139,tt1403130,cn,"In 1905, revolutionist Sun Yat-Sen visits Hong Kong to discuss plans with Tongmenghui members to overthrow the Qing dynasty. But when they find out that assassins have been sent to kill him, they assemble a group of protectors to prevent any attacks.",6.095602102152763,"Drama, Action, History","martial arts, assassination, sword, blood splatter, beaten to death, impalement, hong kong, head bashed in, violent death, hook, bloody fight",2009
594328,Phineas and Ferb: The Movie: Candace Against the Universe,7.302,338,84,tt1817232,en,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",6.1269174593681255,"Family, Animation, Science Fiction, Comedy, TV Movie",cartoon,2020
1859,Ninotchka,7.51,338,110,tt0031725,en,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,6.13989274681991,"Comedy, Romance","capitalist, paris, france, capitalism, white russian, communist, jewelry, satire, fur",1939
16328,Johnny Got His Gun,7.475,338,112,tt0067277,en,"A young American soldier, rendered in pseudocoma from an artillery shell from WWI, recalls his life leading up to that point.",6.137709405181388,"War, Drama","blindness and impaired vision, experiment, amputation, world war i, deaf-mute, deaf, infantry, us army, mute, wounded, existence, anti war",1971
171540,Big Bad Wolves,6.631,337,106,tt2309224,he,"Tel Aviv, Israel. The twisted paths of three very different men brutally collide due to a chain of unspeakable murders: a grieving father who has been doomed to seek vengeance and a police detective who boldly crosses the narrow boundary between law and crime meet a religion teacher suspected of being the murderer.",6.084958903899417,"Comedy, Crime, Thriller, Horror","husband wife relationship, tel aviv, israel, series of murders, father son relationship, mother son relationship, avenging father",2013
928381,Restless,6.071,337,95,tt14465894,fr,"After going to extremes to cover up an accident, a corrupt cop's life spirals out of control when he starts receiving threats from a mysterious witness.",6.050122361710503,"Action, Thriller, Crime",remake,2022
11157,She-Devil,5.822,337,99,tt0098309,en,A cunning and resourceful housewife vows revenge on her husband when he begins an affair with a wealthy romance novelist.,6.034632542058647,Comedy,"career woman, deceived wife, revenge, author, writer, divorce, novelist, family conflict, woman director, lgbt interest",1989
13555,The Funhouse,5.864,337,96,tt0082427,en,"Rebellious teen Amy defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz, and their friends Liz  and Richie. Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day.",6.037245282722815,Horror,"mask, carnival, slasher, funhouse, video nasty, deformed face",1981
720755,The Kid Detective,6.589,337,99,tt8980602,en,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",6.082346163235248,"Comedy, Drama, Mystery","small town, canada, kidnapping, detective, child murder, investigation, private investigator, neo-noir, child detective",2020
4254,Kal Ho Naa Ho,7.435,337,186,tt0347304,hi,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.,6.134974225184928,"Comedy, Drama, Romance","new york city, musical",2003
2016,Days of Glory,6.677,337,128,tt0444182,fr,"1943. They have never stepped foot on French soil but because France was at war, Said, Abdelkader, Messaoud and Yassir enlist in the French Army, along with 130,000 other “indigenous” soldiers, to liberate the “fatherland” from the Nazi enemy. Heroes that history has forgotten…",6.087820477007791,"Drama, History, War","army, world war ii, algerian, infantry, northern africa, institutional discrimination, heroic bloodshed, appreciative",2006
14285,The Thin Blue Line,7.709,337,103,tt0096257,en,Errol Morris's unique documentary dramatically re-enacts the crime scene and investigation of a police officer's murder in Dallas.,6.152019247613075,"Crime, Documentary","death penalty, texas, investigation, dallas texas, trial, murder, police officer, miscarriage of justice",1988
445030,"No Game, No Life: Zero",7.82,337,106,tt5914996,ja,"In ancient Disboard, Riku is an angry, young warrior intent on saving humanity from the warring Exceed, the sixteen sentient species, fighting to establish the ""One True God"" amongst the Old Deus. In a lawless land, humanity's lack of magic and weak bodies have made them easy targets, leaving them on the brink of extinction. One day, hope returns to humanity when Riku finds a powerful female Ex-machina, whom he names Schwi. Exiled from her Cluster because of her research into human emotions, Schwi is convinced that humanity has only survived due to the power of these feelings. Forming an unlikely partnership in the midst of the overwhelming chaos, Riku and Schwi must now find the answers to their individual shortcomings in each other, and discover for themselves what it truly means to be human as they fight for their lives against all odds. Each with a powerful new ally in tow, it is now up to them to prevent the extinction of the human race and establish peace throughout Disboard!",6.158924347939806,"Animation, Action, Drama, Romance, Fantasy, Adventure","based on novel or book, magic, anti hero, supernatural, post-apocalyptic future, end of the world, tragedy, disaster, game, anime, high fantasy, battle of wits",2017
3602,I'll Always Know What You Did Last Summer,4.228,337,92,tt0469111,en,"Several teenagers in a small-town in Colorado concoct a July 4th prank based on a frightening legend that goes awry when their friend ends up accidentally killed; however, the teens agree to keep their involvement a secret from the authorities, who continue to search for the man who apparently killed their friend. A year later, with the July 4th celebration coming up again, the teenagers realize that they're being stalked by someone who clearly intends on keeping the horrible legend alive by killing them off.",5.935472813042347,Horror,"loss of loved one, fireworks, colorado, baseball bat, sequel, chainsaw, cell phone, fourth of july, suicide note, blow torch, rock concert, garbage dumpster",2006
377154,Being 17,6.878,336,116,tt4331970,fr,"Damien lives with his mother Marianne, a doctor, while his father, a pilot, is on a tour of duty abroad with the French military. At school, Damien is bullied by Thomas,  who lives in the farming community up in the mountains. The boys find themselves living together when Marianne invites Thomas to come and stay with them while his mother is ill in hospital. Damien must learn to live with the boy who terrorized him.",6.100180726712758,Drama,"homophobia, bullying, male homosexuality, in the closet, pyrenees mountain ridge, first love, lgbt teen, gay theme",2016
490448,Our Happy Holiday,5.693,336,102,tt7534150,fr,"Marion and Ben, thirty years old, meet on Tinder. That's about all they have in common; but the opposites attract each other, and they decide in the early morning of their meeting to go on vacation together despite the advice of their entourage. They will finally leave - to Bulgaria, halfway to their dream destinations: Beirut for Marion, Biarritz for Ben. Without a precise plan and, as they will soon discover, with very different conceptions of what a dream holiday should be.",6.026669289015437,Comedy,"vacation, travel",2018
8512,Devil in a Blue Dress,6.342,336,102,tt0112857,en,"In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investigate the disappearance of a missing white woman named Daphne Monet, who he suspects is hiding out in one of the city's black jazz clubs. Strapped for money and facing house payments, Easy takes the job, but soon finds himself in over his head.",6.066929983585531,"Thriller, Crime, Drama, Mystery","based on novel or book, war veteran, jazz club, murder, los angeles, california, private detective, missing person, neo-noir, 1940s",1995
339405,Christine,6.778,336,123,tt4666726,en,"In the 1970s, television reporter Christine Chubbuck struggles with depression and professional frustrations as she tries to advance her career.",6.093977229860664,Drama,"depression, florida, suicide, 1970s, biography, news broadcaster",2016
12622,Violent Cop,7.219,336,103,tt0098360,ja,A detective breaks all rules of ethical conduct while investigating a colleague’s involvement in drug pushing and Yakuza activities.,6.121334650978401,"Crime, Thriller, Action","drug dealer, police brutality, police, drug trafficking, male friendship, torturing police, policeman",1989
9416,Money Talks,6.0,336,97,tt0119695,en,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",6.045714024351368,"Comedy, Action","prison, diamond, liberation of prisoners, transport of prisoners, interview, arrest",1997
1049,Sommersby,6.315,336,109,tt0108185,en,"Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart.",6.065255039435466,"Drama, Thriller, Mystery, Romance","husband wife relationship, court case, war veteran, ku klux klan, southern usa, village life, return, peasant, suspicion of murder, gallows, violent husband, death sentence, agriculture, racial segregation, based on true story, look-alike, hanging, post civil war, soldier's wife, reconstruction era, imposter",1993
1665,Last Days,5.554,336,97,tt0403217,en,"The life and struggles of a notorious rock musician seeping into a pit of loneliness whose everyday life involves friends and family seeking financial aid and favors, inspired by rock music legend Kurt Cobain and his final hours.",6.018046428391026,Drama,"rock 'n' roll, musician, seattle, washington, woods, singer, mansion, death, recording",2005
24920,City of the Living Dead,6.36,336,93,tt0081318,it,"A psychic participates in a séance where she sees a vision of a Dunwich priest hanging himself in a church cemetery, causing her to die of fright. New York City reporter Peter Bell investigates the séance and learns that the priest's suicide has somehow opened a portal to Hell and must be sealed by All Saints Day, or else the dead will overtake humanity.",6.068046613018908,Horror,"suicide, cemetery, supernatural, surrealism, psychic power, priest, zombie, demon, living dead",1980
354857,Regular Show: The Movie,7.9,336,70,tt4920274,en,"After a high school lab experiment goes horribly wrong, and accidentally creating a Timenado, the universe is on the verge of being destroyed and it’s up to Mordecai and Rigby to go back in time and make the things right, battle an evil volleyball coach in order to save the universe — and their friendship.",6.163580464541165,"Animation, Comedy, Science Fiction, TV Movie, Adventure, Action","friendship, time travel",2015
258193,Alien Abduction,5.808,336,85,tt2510434,en,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,6.033803310395347,"Horror, Science Fiction, Thriller","vacation, north carolina, trap, alien, found footage, gun enthusiast, electronics failure, brown mountain",2014
458342,Private Life,6.945,336,123,tt5536610,en,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",6.104337069603662,"Drama, Comedy","marriage, in vitro fertilisation, infertility, fertility test, trying to get pregnant, woman director, fertility",2018
419639,The Thinning,6.832,336,90,tt5254868,en,"In a post-apocalyptic future where population control is dictated by a high-school aptitude test, two students discover the test is smoke and mirrors hiding a larger conspiracy.",6.097327118160795,"Thriller, Drama, Horror","high school, dystopia, conspiracy, eugenics, aptitude test, meritocracy",2016
7091,Vampire's Kiss,5.963,336,103,tt0098577,en,"A publishing executive is visited and bitten by a vampire and starts exhibiting erratic behavior. He pushes his secretary to extremes as he tries to come to terms with his affliction. The vampire continues to visit and drink his blood, and as his madness deepens, it begins to look as if some of the events he's experiencing may be hallucinations.",6.043418730516093,"Comedy, Horror","therapist, vampire, insanity, bite, delusion, nightclub, dark comedy, hallucination, murder, secretary, psychosis, drinking blood",1988
437626,Stockholm,5.845,336,92,tt6474040,en,"Based on the extraordinary true story of the European city’s 1973 bank heist and hostage crisis that was documented in the 1974 New Yorker article “The Bank Drama” by Daniel Lang. The events grasped the world’s attention when the hostages bonded with their captors and turned against the authorities, giving rise to the psychological phenomenon known as “Stockholm Syndrome.”",6.036098604230621,"Crime, Comedy","stockholm syndrome, hostage, 1970s, based on true story, based on magazine, newspaper or article",2019
30163,The Fugitives,6.743,335,85,tt0091093,fr,"Coming out from jail, Lucas has decided to change his life and behave like a good citizen. But when he is taken hostage in a bank by a hare-brained robber, no cops can believe he is not part of the action.",6.091685755192568,"Comedy, Crime","friendship, france, chase, on the run, bank robbery, single father",1986
11217,Club Dread,5.178,335,104,tt0331953,en,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!,5.994872097592804,"Comedy, Horror","island, machete, beautiful woman, serial killer, slasher spoof, murder hunt",2004
37777,Soap and Water,6.748,335,109,tt0086850,it,A school janitor pretends to be a priest in order to give private lessons to a young top model.,6.0919950640027904,"Comedy, Romance","priest, janitor, model",1983
15600,Missing,7.25,335,123,tt0084335,en,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to Chile to investigate the sudden disappearance of his son after a military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the dictatorship.,6.123049668549169,"Drama, Mystery, Thriller","journalist, corruption, coup d'etat, dictatorship, chile, conspiracy, disappearance, south america, military, military coup",1982
14197,My Sassy Girl,6.661,335,92,tt0404254,en,"A guy has his life planned out until he is wooed, groomed and then dumped by an elusive woman.",6.086613090704913,"Comedy, Romance","new york city, romantic comedy, remake",2008
13403,Hedwig and the Angry Inch,7.399,335,95,tt0248845,en,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”",6.1322670710938105,"Comedy, Music, Drama","transvestism, transsexuality, singer, glam rock, lgbt, self identity, rock odyssey, military brat, restaurant chain, lgbt in the military, child molestation, theatrical manager, nonbinary director",2001
12277,Undercover Brother,5.842,335,86,tt0279493,en,"An Afro-American organization, the B.R.O.T.H.E.R.H.O.O.D., is in permanent fight against a white organization ""The Man"" defending the values of the black people in North America. When the Afro-American candidate Gen. Warren Boutwell behaves strangely in his presidential campaign, Undercover Brother is hired to work undercover for ""The Man"" and find what happened with the potential candidate.",6.035948307590403,"Action, Comedy","double life, usa president, undercover, intelligence, satire, parody, partner, interracial relationship, spoof, blaxploitation cinema, racism, world domination, duringcreditsstinger",2002
19997,Niagara,6.748,335,92,tt0046126,en,"Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn.",6.0919950640027904,Thriller,"infidelity, husband wife relationship, clock tower, honeymoon, self-defense, postcard, morgue, delirium, niagara falls, waterfall, film noir, murder, tour guide, fear, pursuit, screaming, unconsciousness, adulteress, unfaithful wife",1953
391714,On Chesil Beach,6.13,335,110,tt1667321,en,"In 1962 England, a young couple finds their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",6.053764495059242,"Drama, Romance","sexual abuse, based on novel or book, frigidity, honeymoon, sexual revolution, newlywed, 1960s, dorset, fear of intimacy",2018
1420,Breakfast on Pluto,7.125,335,128,tt0411195,en,"In the 1970s, a foundling lass, Patrick ""Kitten"" Braden, leaves her small Irish town for London in search of love, acceptance of her gender identity, and her long-lost mother.",6.1153169482935965,"Drama, Comedy","london, england, transvestism, transsexuality, loss of loved one, transvestite, 1970s, pregnancy, pastor, male homosexuality, ireland, lgbt",2005
37265,All Ladies Do It,4.8,335,93,tt0104014,it,"After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.",5.9714883515399535,"Comedy, Drama","adultery, infidelity, husband wife relationship, italian, shower, ecstasy, blow job, massage, anal sex, unfaithfulness, inheritance, sexual attraction, cross dressing, lust, extramarital affair, sexual desire, trophy wife",1992
9431,Bordello of Blood,5.943,335,87,tt0117826,en,"Private eye Rafe Guttman is hired by repressed, born-again Katherine to find her missing bad-boy brother. The trail leads him to a whorehouse run by a thousand-year-old vampire and secretly backed by Katherine's boss, televangelist Jimmy Current.",6.042196345556905,"Horror, Comedy","vampire, brothel, based on comic, private investigator, born again christian, televangelist",1996
9623,The Juror,5.53,335,118,tt0116731,en,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",6.0166474378324954,Thriller,"court case, jurors, blackmail, son, trial, courtroom, courtroom drama, legal thriller",1996
318044,"What Happened, Miss Simone?",7.439,335,101,tt4284010,en,"The film chronicles Nina Simone's journey from child piano prodigy to iconic musician and passionate activist, told in her own words.",6.134741541575593,"Music, Documentary","musician, civil rights, child prodigy, singer, domestic abuse, domestic violence, racism, blues music, woman director, abusive marriage, liberia, abusive husband, miles davis, spousal abuse, manic depression",2015
16237,Teen Titans: Trouble in Tokyo,7.73,335,75,tt0816671,en,"America's coolest heroes Teen Titans head to Japan as they spring into action when a new threat, the dichromatic ninja Saico-Tek, appears in their city. A chase across the city ensues, ending at Titans Tower. Saico-Tek is interrogated by Robin with the aid of a translation program, and reveals the identity of the one who sent him. The ninja then escapes his bonds and vanishes after destroying a fire sprinkler, and the Titans' only lead is to search for his mysterious master - the shadowy figure known as Brushogun.",6.152743314330566,"Animation, Action, Science Fiction, TV Movie","villain, fraud, based on comic, tokyo, japan, arrested, teen superhero, series finale",2006
231001,All Hallows' Eve,5.861,335,82,tt2900624,en,"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown.",6.03712368106925,Horror,"halloween, gore, babysitter, slasher, torture, killer clown, videotape, evil alien, horror anthology, short film",2013
13009,Zombie Strippers!,4.721,335,94,tt0960890,en,"In the not too distant future a secret government re-animation chemo-virus gets released into conservative Sartre, Nebraska and lands in an underground strip club. As the virus begins to spread, turning the strippers into ""Super Zombie Strippers"" the girls struggle with whether or not to conform to the new ""fad"" even if it means there's no turning back.",5.9666012723384325,"Comedy, Horror","striptease, strip club, zombie, lap dance, strip tease, head crushing, small town girl",2008
518896,Warriors of Future,7.209,335,101,tt7375466,zh,"When a meteor carrying a destructive plant strikes the world, a suicide squad is given hours to save their post-apocalyptic city from total collapse.",6.120513336305341,"Drama, Action, Science Fiction","alien life-form, meteorite",2022
730769,Some Like It Rare,6.545,335,88,tt12887770,fr,"Sophie and Vincent’s small butcher shop is on the brink of bankruptcy and their marriage is falling apart. Their lives are turned upside down when Vincent accidentally kills a vegan activist who vandalized their shop. Overwhelmed and terrified of being accused of murder, their only solution is to get rid of the body by turning it into ham. To their surprise the ham is so popular that it may save their business… that is if they’re ready to keep “hunting""!",6.079437126307742,"Comedy, Horror","meat, cannibal, veganism",2021
25673,A Place in the Sun,7.339,335,122,tt0043924,en,An ambitious young man wins an heiress's heart but has to cope with his former girlfriend's pregnancy.,6.1285553653711355,"Drama, Romance, Crime","based on novel or book, love at first sight, ambition, trial, black and white, attraction, heiress, rowboat, courtship, unwanted pregnancy, secret relationship, factory girl, social elite, moral crisis, romantic triangle",1951
346681,Wilson,6.018,335,94,tt1781058,en,"Middle-aged and divorced, Wilson finds himself lonely, smug, and obsessed with his past.",6.046835977710249,"Comedy, Drama","daughter, naivety, oddball, father, based on comic, misfit, dog, divorcee, based on graphic novel, ex-wife, estranged wife, laughter, mild mannered",2017
11198,City Hunter,6.515,335,105,tt0103950,cn,"A self-indulgent private investigator winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",6.077581273446404,"Action, Adventure, Comedy, Romance","martial arts, hostage, boat, spoof, terrorism, based on manga",1993
10063,The Breed,5.355,334,90,tt0455362,en,"Brothers John and Matt have inherited an island cabin from their recently deceased uncle. Along with Matt's girlfriend, Nicki, and other mutual friends, the siblings travel to the cabin for a relaxing weekend getaway. But, not long after arriving, the group is besieged by ravenous dogs. They watch in horror as another vacationer, Luke, is eaten alive. Soon, they discover a training facility where the dogs have been bred to kill.",6.005941833680127,"Thriller, Horror","exotic island, loss of loved one, animal attack, baseball bat, vacation, electrocution, cabin in the woods, dog, german shepherd, remote island, dog attack",2006
500006,Utøya: July 22,7.207,334,92,tt7959216,no,"The movie tells the story about a girl who has to hide and survive from a right wing terrorist while looking for her little sister during the terrorist attacks in Norway on the island Utøya, July 22nd.",6.120188920099424,"History, Drama","based on true story, norway, terrorism, one take",2018
39386,The Corsican File,5.966,334,92,tt0380349,fr,"Jack Palmer is a Paris-based detective with a huge ego. Ange Leoni is a rebel native of Corsica whose location can't be pinned down by even the most dogged of detectives. Approached by an obscure, small-time attorney and charged with the seemingly simple task of locating the missing Leoni, gifted gumshoe Palmer accepts the job under the assumption that it will be the easiest money of his professional career. But this superstar sleuth is about to find out just how mistaken he was...",6.043633502039841,Comedy,"island, inheritance, terrorism, private detective",2004
17711,The Adventures of Rocky & Bullwinkle,4.072,334,88,tt0131704,en,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",5.926795498973886,"Family, Adventure, Animation, Comedy, Fantasy","helicopter, police, cartoon, car crash, road trip, breaking the fourth wall, jail, escape from jail, live action and animation, helicopter crash, helicopter chase, internet portal",2000
20701,Tales from the Darkside: The Movie,6.201,334,93,tt0100740,en,A young boy tells three stories of horror to distract a witch who plans to eat him.,6.0581302975628075,"Thriller, Comedy, Fantasy, Horror","witch, monster, heart attack, mummy, dark comedy, anthology, paperboy, decapitation, gargoyle, darkside, black cat, severed hand, horror anthology",1990
19186,The Parent Trap,6.999,334,129,tt0055277,en,"Two identical twin sisters, separated at birth by their parents' divorce, are reunited years later at a summer camp, where they scheme to bring their parents back together. The girls, one of whom has been living with their mother and the other with their father, switch places after camp and go to work on their plan, the first objective being to scare off a gold-digger pursuing their father.",6.107357713849308,"Comedy, Family","summer camp, deception, twins, twins separated at birth",1961
581577,Persian Lessons,7.692,334,127,tt9738784,de,"Occupied France, 1942. Gilles is arrested by SS soldiers alongside other Jews and sent to a camp in Germany. He narrowly avoids sudden execution by swearing to the guards that he is not Jewish, but Persian. This lie temporarily saves him, but Gilles gets assigned a life-or-death mission: to teach Farsi to Head of Camp Koch, who dreams of opening a restaurant in Iran once the war is over. Through an ingenious trick, Gilles manages to survive by inventing words of ""Farsi"" every day and teaching them to Koch.",6.1501078385191645,"War, Drama","nazi, concentration camp, world war ii, concentration camp prisoner, german officer, exhaustion, fictional language, jewish",2020
309304,Grandma,6.463,334,78,tt4270516,en,"Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future.",6.074292682358626,"Comedy, Drama","grandparent grandchild relationship, road trip, abortion",2015
